Timestamp,Actual,Predicted,Lower CI,Upper CI
2022-10-19 20:00:00,29.724182004519204,55.0162127066898,15.165578116008511,94.8668472973711
2022-10-19 21:00:00,103.816048493165,54.06079747173757,14.210162881056284,93.91143206241887
2022-10-19 22:00:00,93.45243576503955,54.14118783281874,14.290553242137449,93.99182242350003
2022-10-19 23:00:00,47.60361148944047,53.83011624291057,13.979481652229282,93.68075083359186
2022-10-20 00:00:00,48.29815332303745,53.082763292832695,13.232128702151407,92.93339788351398
2022-10-20 01:00:00,86.15210596955605,53.37811317401367,13.527479267622688,93.22874708040464
2022-10-20 02:00:00,57.17037174400168,54.005232429564586,14.154598523173604,93.85586633595557
2022-10-20 03:00:00,81.87617241943109,53.78905983782907,13.93842593143809,93.63969374422005
2022-10-20 04:00:00,98.8557694356133,54.5951942851481,14.744560378757114,94.44582819153908
2022-10-20 05:00:00,57.64608000714515,53.28412059093354,13.433486684542558,93.13475449732452
2022-10-20 06:00:00,62.35450999288147,53.71464582197948,13.864011915588499,93.56527972837046
2022-10-20 07:00:00,77.65618896058527,54.198124829950835,14.347490923559853,94.04875873634182
2022-10-20 08:00:00,50.242470388218585,53.70394582797355,13.853311921582566,93.55457973436452
2022-10-20 09:00:00,86.27272595392334,53.82523969887601,13.974605792485029,93.67587360526699
2022-10-20 10:00:00,62.586513822565806,54.95199136878517,15.10135746239419,94.80262527517615
2022-10-20 11:00:00,101.20266057514344,55.05475624261308,15.204122336222099,94.90539014900406
2022-10-20 12:00:00,57.02486826518934,54.974782342428256,15.124148436037274,94.82541624881924
2022-10-20 13:00:00,72.2813278189763,53.925517915752366,14.074884009361384,93.77615182214335
2022-10-20 14:00:00,47.58673624585634,54.93299023917076,15.082356332779781,94.78362414556175
2022-10-20 15:00:00,33.342725456510564,53.791860882203636,13.941226975812654,93.64249478859462
2022-10-20 16:00:00,77.42121087935668,53.857705809498675,14.007071903107693,93.70833971588965
2022-10-20 17:00:00,76.60284875164506,55.34171212360715,15.49107821721617,95.19234602999813
2022-10-20 18:00:00,14.23738433496457,54.054977943854986,14.204344037464004,93.90561185024598
2022-10-20 19:00:00,26.838463024983863,54.518302450332975,14.667668543941993,94.36893635672396
2022-10-20 20:00:00,69.45212232463459,55.240131011755565,15.389442610089795,95.09081941342134
2022-10-20 21:00:00,52.43924706743463,54.29198540824267,14.441297006576896,94.14267380990844
2022-10-20 22:00:00,69.91083553339779,54.289188155850496,14.438499754184726,94.13987655751626
2022-10-20 23:00:00,13.276485397639329,53.99411064531373,14.143422243647962,93.8447990469795
2022-10-21 00:00:00,95.38063729732237,53.31422187233094,13.463533470665169,93.16491027399671
2022-10-21 01:00:00,39.84552487512312,53.586746294064895,13.736058576692812,93.43743401143698
2022-10-21 02:00:00,55.00817382078687,54.22595111349116,14.375263396119081,94.07663883086325
2022-10-21 03:00:00,63.30370948172945,54.05487696407446,14.204189246702377,93.90556468144655
2022-10-21 04:00:00,85.72822353595305,54.80852931825482,14.957841600882738,94.65921703562691
2022-10-21 05:00:00,23.84757549603785,53.49807471636532,13.647386998993241,93.3487624337374
2022-10-21 06:00:00,55.84638692504548,53.95230439760604,14.10161668023396,93.80299211497812
2022-10-21 07:00:00,26.393689080932884,54.35760133119611,14.506913613824025,94.20828904856819
2022-10-21 08:00:00,76.93413960464166,53.947349412170446,14.096661694798364,93.79803712954254
2022-10-21 09:00:00,46.58280029369792,54.07032548048123,14.219637763109148,93.92101319785331
2022-10-21 10:00:00,60.026596397312005,55.17997073245691,15.329283015084826,95.03065844982899
2022-10-21 11:00:00,52.2972767675449,55.27407707262833,15.423389355256248,95.12476479000041
2022-10-21 12:00:00,93.21043624040468,55.20410667003256,15.353418952660476,95.05479438740464
2022-10-21 13:00:00,46.08918869675428,54.13834968920486,14.287661971832776,93.98903740657694
2022-10-21 14:00:00,62.79473733800456,55.10207902190989,15.251391304537805,94.95276673928197
2022-10-21 15:00:00,6.358030035370954,54.0247996008501,14.17411188347802,93.87548731822218
2022-10-21 16:00:00,68.74569338112987,54.13034132398715,14.27965360661507,93.98102904135924
2022-10-21 17:00:00,21.386897419745807,55.58986029423258,15.739172576860497,95.44054801160466
2022-10-21 18:00:00,91.33021058027688,54.310958523740794,14.460270806368712,94.16164624111288
2022-10-21 19:00:00,36.80752055575232,54.70250982992006,14.851822112547978,94.55319754729214
2022-10-21 20:00:00,35.90117908258004,55.44246214661406,15.591719933698236,95.29320435952988
2022-10-21 21:00:00,58.840064611417645,54.51339829366741,14.662656080751582,94.36414050658323
2022-10-21 22:00:00,24.35927385048748,54.501517853042614,14.650775640126788,94.35226006595843
2022-10-21 23:00:00,38.51203282063217,54.19783395155811,14.347091738642284,94.04857616447393
2022-10-22 00:00:00,59.95718715165787,52.998428134949926,13.1476859220341,92.84917034786575
2022-10-22 01:00:00,47.294236746668346,53.26586398919209,13.415122460573315,93.11660551781087
2022-10-22 02:00:00,70.04416593162001,53.858126325602086,14.00738479698331,93.70886785422087
2022-10-22 03:00:00,77.74461156403993,53.70672286641542,13.855981337796642,93.5574643950342
2022-10-22 04:00:00,64.26909547616499,54.43969931235984,14.588957783741066,94.29044084097862
2022-10-22 05:00:00,27.77252115853993,53.16630555099339,13.315564022374616,93.01704707961217
2022-10-22 06:00:00,36.535666485799936,53.57555290441477,13.724811375795994,93.42629443303355
2022-10-22 07:00:00,31.130218058218706,54.099998197378994,14.249256668760218,93.95073972599778
2022-10-22 08:00:00,57.43340428433843,53.64180472301756,13.791063194398781,93.49254625163633
2022-10-22 09:00:00,61.95128037391141,54.157266484574066,14.30652495595529,94.00800801319284
2022-10-22 10:00:00,66.70899642682033,54.7888615171928,14.938119988574023,94.63960304581158
2022-10-22 11:00:00,92.07834198110564,54.95211004264425,15.101368514025474,94.80285157126303
2022-10-22 12:00:00,94.16811238318144,54.8512762879747,15.000534759355922,94.70201781659347
2022-10-22 13:00:00,62.49928825352058,53.754173481831245,13.903431953212468,93.60491501045001
2022-10-22 14:00:00,68.00452637214991,54.76324874176579,14.912507213147016,94.61399027038456
2022-10-22 15:00:00,25.544571158959247,53.65921551936149,13.808473990742712,93.50995704798027
2022-10-22 16:00:00,70.43880367492552,53.794604266599336,13.94386273798056,93.6453457952181
2022-10-22 17:00:00,62.4717184123259,55.267398481335135,15.416656952716359,95.11814000995392
2022-10-22 18:00:00,63.27508116154416,53.97312765888694,14.122386130268161,93.82386918750572
2022-10-22 19:00:00,56.41748523594629,54.36703590607474,14.516294377455964,94.21777743469352
2022-10-22 20:00:00,82.01806317410336,55.07126029667363,15.220464272242147,94.92205632110512
2022-10-22 21:00:00,90.04728021393832,54.1684083600721,14.317612335640618,94.01920438450358
2022-10-22 22:00:00,53.42278359201366,54.13566723643058,14.284871211999096,93.98646326086205
2022-10-22 23:00:00,68.1031160598587,53.86703277934009,14.016236754908611,93.71782880377157
2022-10-23 00:00:00,39.92200089007864,53.20016946689012,13.349373442458635,93.05096549132159
2022-10-23 01:00:00,57.57584788280491,53.41540339921774,13.564608059086687,93.2661987393488
2022-10-23 02:00:00,65.79829819410908,54.069447717687254,14.218652377556204,93.92024305781831
